nome,endereco,cidade,uf,cep,telefone,latitude,longitude
APS São Lourenço Do Oeste,"Gilio Rezzieri, 650, Centro, São Lourenço Do Oeste - Sc",São Lourenço Do Oeste,SC,,,-26.3514427,-52.8511805
APS São Miguel D Oeste,"Rua Xv De Novembro, 1460, Centro, São Miguel D Oeste - Sc",São Miguel D Oeste,SC,,,-26.7379152,-53.5181671
APS Videira,"Rua Saul Brandalise, 201, Centro, Videira - Sc",Videira,SC,,,-27.0058256,-51.1519093
APS Xanxerê,"Rua Marechal Bormann, 360, Centro, Xanxerê - Sc",Xanxerê,SC,,,-26.8799451,-52.4022132
APS Campos Novos,"Rua São João Batista, 613, Centro, Campos Novos - Sc",Campos Novos,SC,,,-27.4047661,-51.2304144
APS Capinzal,"Rua Ernesto Hachmann, 435, Centro, Capinzal - Sc",Capinzal,SC,,,-27.3436342,-51.6144417
APS Fraiburgo,,Fraiburgo,SC,,,-27.0225387,-50.9328259
APS Pinhalzinho/Sc,"Rua Travessa Chapecó, 100, Centro, Pinhalzinho - Sc",Pinhalzinho,SC,,,-26.8440833,-52.987769
APS Porto União,"Rua Quintino Bocaiúva, 423, Centro, Porto União - Sc",Porto União,SC,,,-26.2399211,-51.08301059999999
APS Xaxim,,Xaxim,SC,,,-26.9626172,-52.5319707
APS Dionísio Cerqueira,"Avenida Adelino Mangini, 313, Centro, Dionísio Cerqueira - Sc",Dionísio Cerqueira,SC,,,-26.2591943,-53.6342137
APS Araranguá,"Rua Caetano Lummertz, 722, Centro, Araranguá - Sc",Araranguá,SC,,,-28.9359612,-49.4811451
APS Braço Do Norte,"Rua Felipe Schimidt, 1001, Centro, Braço Do Norte - Sc",Braço Do Norte,SC,,,-28.2695898,-49.17257799999999
APS Criciúma,"Rua São José, 170, Centro, Criciúma - Sc",Criciúma,SC,,,-28.6761881,-49.3728882
APS Laguna,"Rua Raulino Horn, 140, Centro, Laguna - Sc",Laguna,SC,,,-28.4828749,-48.7825888
APS Orleans,"Rua Alexandre Sandrini, 64, Centro, Orleans - Sc",Orleans,SC,,,-28.3569955,-49.2869033
APS Tubarão,"Rua São Manoel, 40, Centro, Tubarão - Sc",Tubarão,SC,,,-28.4817298,-49.0075231
APS Urussanga,"Rua Barão Do Rio Branco, 88, Centro, Urussanga - Sc",Urussanga,SC,,,-28.5214746,-49.3221254
APS Içara,"Travessa Padre Boleslau, 400, Centro, Içara - Sc",Içara,SC,,,-28.7157713,-49.3002766
APS Lauro Müller,"Rua Henrique Lage, S/N, Centro, Lauro Müller - Sc",Lauro Müller,SC,,,-28.3909456,-49.3941396
APS Sombrio,"Rua Generino Teixeira Da Rosa, Centro, Sombrio - Sc",Sombrio,SC,,,-29.1183235,-49.6396887
APS Forquilhinha,"Avenida Professor Eurico Back, Centro, Forquilhinha - Sc",Forquilhinha,SC,,,-28.74301,-49.4706104
APS Capivari De Baixo,"Rua Ernani Cotrin, Centro, Capivari De Baixo - Sc",Capivari De Baixo,SC,,,-28.4407129,-48.9615265
APS Canoinhas,"Rua Vidal Ramos, 780, Centro, Canoinhas - Sc",Canoinhas,SC,,,-26.175369,-50.3927092
APS Jaraguá Do Sul,"Av. Getulio Vargas, 500, Centro, Jaraguá Do Sul - Sc",Jaraguá Do Sul,SC,,,-26.4786677,-49.0870079
APS Joinville - Centro,"Rua Nove De Março, 241, Centro, Joinville - Sc",Joinville,SC,,,-26.3020734,-48.843286
APS Mafra,"Rua Doutor Mathias Pienchnick, 37, Centro, Mafra - Sc",Mafra,SC,,,-26.1144509,-49.8045239
APS São Bento Do Sul,"Rua Capitao Ernesto Nunes, 89, Centro, São Bento Do Sul - Sc",São Bento Do Sul,SC,,,-26.2466176,-49.3811614
APS São Francisco Do Sul,"Rua Barão Do Rio Branco, Nº 377, Centro, São Francisco Do Sul - Sc",São Francisco Do Sul,SC,,,-26.2486101,-48.6355595
APS Joinville - Guanabara,"Rua Graciosa, 380, Guanabara, Joinville - Sc",Joinville,SC,,,-26.3233773,-48.83536549999999
APS Guaramirim,"Rua Nelson Luís Rosa De Bem, 90, Centro, Guaramirim - Sc",Guaramirim,SC,,,-26.4769542,-49.00011259999999
APS Rio Negro/Pr,"Rua Brasílio Celestino De Oliveira, 30, Centro, Rio Negro - Pr",Rio Negro,PR,,,-26.0990766,-49.7929802
APS São Paulo - Brás,"Rua Jose De Alencar, 56, Bras, São Paulo - Sp",São Paulo,SP,,,-23.5405633,-46.6116772
APS São Paulo - Brig. Luís Antônio,"Av. Brigadeiro Luis Antonio, 1266, Bela Vista, São Paulo - Sp",São Paulo,SP,,,-23.560264,-46.643412
APS São Paulo - Centro,"Rua Coronel Xavier De Toledo, 290, Republica, São Paulo - Sp",São Paulo,SP,,,-23.5474724,-46.6410109
APS São Paulo - Glicério,"Pc Nina Rodrigues 151/153, Liberdade, São Paulo - Sp",São Paulo,SP,,,-23.5572913,-46.6263138
APS São Paulo - Anhangabaú,"Rua Coronel Xavier De Toledo, 280, Republica, São Paulo - Sp",São Paulo,SP,,,-23.5474618,-46.64108179999999
APS São Paulo - Mooca,"Rua Dos Trilhos, 1823, Mooca, São Paulo - Sp",São Paulo,SP,,,-23.5548993,-46.5920219
APS São Paulo - Vila Prudente,"Rua Do Orfanato, 253, Vila Prudente, São Paulo - Sp",São Paulo,SP,,,-23.5802811,-46.5829896
APS São Paulo - Água Branca,"Av. Francisco Matarazzo, 345, Agua Branca, São Paulo - Sp",São Paulo,SP,,,-23.530736,-46.6670205
APS São Paulo - Santa Marina,"Av. Santa Marina - 1217/1233, Agua Branca, São Paulo - Sp",São Paulo,SP,,,-23.5142515,-46.692228
APS São Paulo - Ataliba Leonel,"Av. General Ataliba Leonel - 1085, Santana, São Paulo - Sp",São Paulo,SP,,,-23.5023909,-46.61826480000001
APS São Paulo - Tucuruvi,"Rua Domingos Calheiros, 124/126, Tucuruvi, São Paulo - Sp",São Paulo,SP,,,-23.4796819,-46.6105663
APS São Paulo - Voluntários Da Pátria,"Rua Voluntários Da Pátria, 2373, Santana, São Paulo - Sp",São Paulo,SP,,,-23.4993507,-46.6257107
APS Caieiras,"Av. Doutor Armando Pinto, Regiao Central, Caieiras - Sp",Caieiras,SP,,,-23.3630825,-46.7434677
APS São Paulo - Nossa Senhora De Sabará,"Av. Nossa Senhora Do Sabara - 2300, Jardim Campo Grande, São Paulo - Sp",São Paulo,SP,,,-23.6748002,-46.6861391
APS São Paulo - Cidade Dutra,"Rua Padre José Garzotti 75, Cidade Dutra, São Paulo - Sp",São Paulo,SP,,,-23.7099348,-46.6988334
APS São Paulo - Santo Amaro,"Rua Comendador Elias Zarzur, 98, Santo Amaro, São Paulo - Sp",São Paulo,SP,,,-23.6513358,-46.7016681
APS São Paulo - Jabaquara,"Rua Dos Cambuis 326, Vila Parque Jabaquara, São Paulo - Sp",São Paulo,SP,,,-23.6410498,-46.6443199
APS São Paulo - Vila Mariana,"Rua Santa Cruz, 707, Vila Mariana, São Paulo - Sp",São Paulo,SP,,,-23.596944,-46.629739
APS São Paulo - Cidade Ademar,"Av. Santa Catarina 2211, Vila Mascote, São Paulo - Sp",São Paulo,SP,,,-23.6531466,-46.6574461
APS São Paulo - Guarapiranga,"Largo Do Socorro, 60, Vila Socorro, São Paulo - Sp",São Paulo,SP,,,-23.6652717,-46.7120167
APS São Paulo - Vital Brasil,"Av. Doutor Vital Brasil, 569, Butanta, São Paulo - Sp",São Paulo,SP,,,-23.5710457,-46.7096266
APS São Paulo - Pinheiros,"Rua Butantã, 68, Pinheiros, São Paulo - Sp",São Paulo,SP,,,-23.567955,-46.6970067
APS Taboão Da Serra,"Est Sao Francisco, 1336, Parque Taboao, Taboão Da Serra - Sp",Taboão Da Serra,SP,,,-23.6196158,-46.7690487
APS Embu-Guaçu,"Av. Pedro De Moraes, 236, Centro, Embu-Guaçu - Sp",Embu-Guaçu,SP,,,-23.8373285,-46.82452139999999
APS São Paulo - Água Rasa,"Rua Joao Soares, 59, Quarta Parada, São Paulo - Sp",São Paulo,SP,,,-23.554142,-46.5797447
APS São Paulo - Aricanduva,"Avenida Rio Das Pedras, 2.476, Jardim Aricanduva, São Paulo - Sp",São Paulo,SP,,,-23.5586498,-46.5216897
APS São Paulo - Ermelindo Matarazzo,"Rua Victoria Simionato 363, Vila Paranagua, São Paulo - Sp",São Paulo,SP,,,-23.4947515,-46.4750257
APS São Paulo - Itaquera,"Rua Jose Oiticica Filho, 501, Itaquera, São Paulo - Sp",São Paulo,SP,,,-23.5347763,-46.44768639999999
APS São Paulo - Penha,"Rua Cirino De Abreu 112 / 122, Guaiauna, São Paulo - Sp",São Paulo,SP,,,-23.5309064,-46.5485939
APS São Paulo - São Miguel Paulista,"Rua Pedro Soares De Andrade 105, Vila Rosaria, São Paulo - Sp",São Paulo,SP,,,-23.4959912,-46.4360389
APS São Paulo - Tatuapé,"Rua Euclides Pacheco - 463, Vila Gomes Cardim, São Paulo - Sp",São Paulo,SP,,,-23.5482834,-46.5703861
APS São Paulo - Vila Maria,"Rua Jequitinhonha, 360-Complexo Maria Zélia, Catumbi, São Paulo - Sp",São Paulo,SP,,,-23.5310844,-46.5995924
APS São Paulo - Guaianazes,"Estrada Nossa Senhora Da Fonte 52, Guaianazes, São Paulo - Sp",São Paulo,SP,,,-23.555295,-46.41697740000001
APS Andradina,"Rua Santa Terezinha, 1840, Piscina, Andradina - Sp",Andradina,SP,,,-20.9026901,-51.3706158
APS Araçatuba,"Rua Floriano Peixoto, 784, Vila Mendonca, Araçatuba - Sp",Araçatuba,SP,,,-21.2056931,-50.430614
APS Birigüi,"Avenida Joao Cernach, 01, Centro, Birigui - Sp",Birigui,SP,,,-21.2851736,-50.34280529999999
APS Lins,"Rua Quinze De Novembro - 205, Centro, Lins - Sp",Lins,SP,,,-21.6739324,-49.7528994
APS Penápolis,"Av. Rui Barbosa, 762, Centro, Penápolis - Sp",Penápolis,SP,,,-21.4160534,-50.0758392
APS Ilha Solteira,"Av. Atlântica, 1981, Centro, Ilha Solteira - Sp",Ilha Solteira,SP,,,-20.4331027,-51.3385715
APS Mirandópolis,"Praça Papa João Xxiii, 115, Centro, Mirandópolis - Sp",Mirandópolis,SP,,,-21.1330365,-51.1019975
APS Pereira Barreto,"Rua Coronel Jonas Alves De Melo 2321, Centro, Pereira Barreto - Sp",Pereira Barreto,SP,,,-20.6495137,-51.1118059
APS Guararapes,"Rua Dom Pedro I, 100, Centro, Guararapes - Sp",Guararapes,SP,,,-21.2549826,-50.6414321
APS Promissão,"Rua Genaro Sammarco, 100, Centro, Promissão - Sp",Promissão,SP,,,-21.5350925,-49.859504
APS Pirajuí,"Rua Treze De Maio, 833, Centro, Pirajuí - Sp",Pirajuí,SP,,,-21.9966389,-49.4559394
APS Valparaíso,"Rua Treze De Maio, 371, Centro, Valparaíso - Sp",Valparaíso,SP,,,-21.2290825,-50.8651987
APS Araraquara,"Av. La Salle, 250, Jardim Primavera, Araraquara - Sp",Araraquara,SP,,,-21.7766325,-48.1745641
APS Bebedouro,"Rua Benjamin Constant, 359, Centro, Bebedouro - Sp",Bebedouro,SP,,,-20.942584,-48.4843096
APS Itápolis,"Av. Presidente Valentim Gentil, 1075, Centro, Itápolis - Sp",Itápolis,SP,,,-21.5944583,-48.815596
APS Jaboticabal,"Av. Tiradentes, 1053, Centro, Jaboticabal - Sp",Jaboticabal,SP,,,-21.2622469,-48.3160873
APS Matão,"Rua Oreste Bozelli, 110, Centro, Matão - Sp",Matão,SP,,,-21.6001464,-48.3620825
APS Monte Alto,,Monte Alto,SP,,,,
APS São Carlos/Sp,"Rua Geminiano Costa Nº 981, Jardim Sao Carlos, São Carlos - Sp",São Carlos,SP,,,-22.020316,-47.88796379999999
APS Taquaritinga,"Rua Bernardino Sampaio, 400, Centro, Taquaritinga - Sp",Taquaritinga,SP,,,-21.4080908,-48.4982658
APS Ibitinga,"Av. Eng Ivanil Francisquini, 14231, Jardim Eldorado, Ibitinga - Sp",Ibitinga,SP,,,-21.7670201,-48.83181
APS Ibaté,"Av. Conselheiro Moreira Barros, 783, Centro, Ibaté - Sp",Ibaté,SP,,,-21.9556424,-47.99923
APS Pitangueiras/Sp,"Rua Rio De Janeiro, 533, Centro, Pitangueiras - Sp",Pitangueiras,SP,,,-21.0070747,-48.2202895
APS Américo Brasiliense,,Américo Brasiliense,SP,,,-21.1759711,-47.8117293
APS Guariba,"Av. Dr. Sobral Neto, 1450, Centro, Guariba - Sp",Guariba,SP,,,-21.3697819,-48.224614
APS Avaré,"Rua Piaui, Nº 1495, Centro, Avaré - Sp",Avaré,SP,,,-23.0992028,-48.9199348
APS Bauru,"Rua Azarias Leite, Nº 1-75, Centro, Bauru - Sp",Bauru,SP,,,-22.3214702,-49.0764313
APS Botucatu,"Rua Curuzu, Nº 1079, Centro, Botucatu - Sp",Botucatu,SP,,,-22.8928167,-48.4400238
APS Jaú,"Rua Campos Salles, Nº 915, Centro, Jaú - Sp",Jaú,SP,,,-22.2893817,-48.5592611
APS Lencóis Paulista,"Rua Carlos Trecenti, 75, Vila Santa Cecilia, Lencóis Paulista - Sp",Lencóis Paulista,SP,,,-22.592021,-48.8065422
APS Itatinga,"Rua Antonio Francisco Da Silva, Nº 455, Centro, Itatinga - Sp",Itatinga,SP,,,-23.1052092,-48.6134602
APS Dois Córregos,,Dois Córregos,SP,,,-23.012061,-47.0211139
APS São Manuel,"Avenida José Horácio Mellão Nº 2501, Tancredo Neves, São Manuel - Sp",São Manuel,SP,,,-22.7513639,-48.573276
APS Itaí,"Rua Quinze De Novembro, Nº 1347, Centro, Itaí - Sp",Itaí,SP,,,-22.0120324,-47.8974645
APS Taquarituba,"João Osvaldo Leiva, Nº 150, Centro, Taquarituba - Sp",Taquarituba,SP,,,-23.5330715,-49.2398605
APS Igaraçu Do Tietê,,Igaraçu Do Tietê,SP,,,,
APS Pederneiras,,Pederneiras,SP,,,-22.3622772,-48.7699085
APS Barra Bonita/Sp,,Barra Bonita,SP,,,,
APS Bariri,"Wilfredo Pinheiro Filho Nº 05, Centro, Bariri - Sp",Bariri,SP,,,-22.0761808,-48.7380371
APS Agudos,"Av. Pref. José Nogueira De Abreu, Nº 72, Centro, Agudos - Sp",Agudos,SP,,,-22.4632406,-48.9891633
APS Brotas,,Brotas,SP,,,,
APS Americana,"Rua Charles Hall, 41, Centro, Americana - Sp",Americana,SP,,,-22.7380303,-47.3340223
APS Campinas,"Rua Barreto Leme, 1117, Centro, Campinas - Sp",Campinas,SP,,,-22.9012701,-47.0607657
APS Indaiatuba,"Rua Vinte E Quatro De Maio 1450, Centro, Indaiatuba - Sp",Indaiatuba,SP,,,-23.0870708,-47.2106958
APS Pedreira,"Rua Xv De Novembro, 611, Centro, Pedreira - Sp",Pedreira,SP,,,-22.7418662,-46.9035647
APS Santa Barbara D Oeste,"Rua Prudente De Moraes, 236, Centro, Santa Barbara D Oeste - Sp",Santa Barbara D Oeste,SP,,,-22.7519925,-47.4153431
APS Sumaré,"Rua José Maria Miranda, 1000, Jardim Sao Carlos, Sumaré - Sp",Sumaré,SP,,,-22.8210046,-47.2690468
APS Valinhos,"Av. Independência, 641, Vila Olivo, Valinhos - Sp",Valinhos,SP,,,-22.975965,-46.996803
APS Campinas - Amoreiras,"Av. Ruy Rodrigues, 714, Jardim Novo Campos Eliseos, Campinas - Sp",Campinas,SP,,,-22.9369041,-47.1063552
APS Cosmópolis,"Rua Sete De Abril 448, Centro, Cosmópolis - Sp",Cosmópolis,SP,,,-22.642321,-47.1950659
APS Campinas - Carlos Gomes,"Rua Alvaro Silveira Leite, 25, Cidade Satelite Iris, Campinas - Sp",Campinas,SP,,,-22.9370322,-47.158912
APS Hortolândia,"Rua José Agostinho 604, Jardim Santana, Hortolândia - Sp",Hortolândia,SP,,,-22.8684706,-47.2046721
APS Campinas - Regente Feijó,"Rua Regente Feijó, 1266, Centro, Campinas - Sp",Campinas,SP,,,-22.9034506,-47.0612127
APS Nova Odessa,,Nova Odessa,SP,,,,
APS Guarulhos,"Rua Brasileira 399, Vila Endres, Guarulhos - Sp",Guarulhos,SP,,,-23.4861107,-46.5551187
APS Mogi Das Cruzes,"Rua Olegário Paiva, 275, Centro, Mogi Das Cruzes - Sp",Mogi Das Cruzes,SP,,,-23.5198166,-46.1874477
APS Suzano,"Rua Campos Sales - 601, Centro, Suzano - Sp",Suzano,SP,,,-23.5358388,-46.3067843
APS Guarulhos Pimentas,"Est Pres Juscelino K De Oliveira 3023, Jardim Albertina, Guarulhos Pimentas - Sp",Guarulhos Pimentas,SP,,,-23.4345891,-46.4088561
APS Itaquaquecetuba,"Rua Piracicaba, 125, Vila Monte Belo, Itaquaquecetuba - Sp",Itaquaquecetuba,SP,,,-23.4804905,-46.3665675
APS Amparo/Sp,"Rua Jose Fontana, 200, Centro, Amparo - Sp",Amparo,SP,,,-22.7012618,-46.7699031
APS Atibaia,"Rua Clovis Soares, 118, Alvinopolis, Atibaia - Sp",Atibaia,SP,,,-23.1169822,-46.5658958
APS Bragança Paulista,"Rua Coronel Osório, 142, Centro, Bragança Paulista - Sp",Bragança Paulista,SP,,,-22.9583044,-46.5411448
APS Itatiba,"Avenida Senador Lacerda Franco, Nº 451, Centro, Itatiba - Sp",Itatiba,SP,,,-23.006186,-46.8378677
APS Jundiaí - Eloy Chaves,"Rua Barão De Jundiaí, 1150, Centro, Jundiaí - Sp",Jundiaí,SP,,,-23.1848628,-46.8863056
APS Estância De Socorro,"Pça Cel. Olímpio Gonçalves Dos Reis, 291, Centro, Estância De Socorro - Sp",Estância De Socorro,SP,,,-22.5935024,-46.5274457
APS Varzea Paulista,"Rua Antônio Feres, 58, Centro, Varzea Paulista - Sp",Varzea Paulista,SP,,,-23.2095152,-46.8286063
APS Jarinu,"Rua João Pessoa, Centro, Jarinu - Sp",Jarinu,SP,,,-23.1044737,-46.7275271
APS Campo Limpo Paulista,"Rua Costa Rica, Jardim America, Campo Limpo Paulista - Sp",Campo Limpo Paulista,SP,,,-23.199366,-46.787639
APS Assis,"Av. Nove De Julho, 975, Centro, Assis - Sp",Assis,SP,,,-22.6634554,-50.4140907
APS Garça,"Av. Dr. Rafael Paes De Barros, 17, Centro, Garça - Sp",Garça,SP,,,-22.2126668,-49.6532799
APS Marília,"Av. Castro Alves, 460, Somenzari, Marília - Sp",Marília,SP,,,-22.20497,-49.9551551
APS Ourinhos,"Rua Antônio Carlos Mori, 189, Centro, Ourinhos - Sp",Ourinhos,SP,,,-22.9788242,-49.8707234
APS Paraguaçú Paulista,"Av. Paraguaçu, 346, Centro, Paraguaçú Paulista - Sp",Paraguaçú Paulista,SP,,,-22.4135828,-50.5767951
APS Tupã,"Rua Aimorés, 2110, Centro, Tupã - Sp",Tupã,SP,,,-21.9335485,-50.5074599
APS Osvaldo Cruz,"Av. Max Wirth, 295, Centro, Osvaldo Cruz - Sp",Osvaldo Cruz,SP,,,-21.7941453,-50.8729808
APS Palmital/Sp,"Rua Manoel Leão Rego, 20, Centro, Palmital - Sp",Palmital,SP,,,-22.7855952,-50.2244512
APS Santa Cruz Do Rio Pardo,"Av. Tiradentes, Nº 458, Centro, Santa Cruz Do Rio Pardo - Sp",Santa Cruz Do Rio Pardo,SP,,,-22.9046331,-49.627494
APS Piraju,"Rua Washington Osório Oliveira, Nº 82, Centro, Piraju - Sp",Piraju,SP,,,-23.1911299,-49.3828993
APS Bastos,"Avenida Dezoito De Junho, 82, Centro, Bastos - Sp",Bastos,SP,,,-21.9214336,-50.73312139999999
APS Cândido Mota,"Rua Félix Jabur, 570, Centro, Cândido Mota - Sp",Cândido Mota,SP,,,-22.742153,-50.3901055
APS Cotia,"Av. Nossa Senhora De Fatima, Vila Monte Serrat, Cotia - Sp",Cotia,SP,,,-23.6077917,-46.9247514
APS Osasco,"Pc Das Moncoes, Piratininga, Osasco - Sp",Osasco,SP,,,-23.5210987,-46.7896325
APS Barueri,"Av. Municipal, Jardim Silveira, Barueri - Sp",Barueri,SP,,,-23.5239284,-46.8922574
APS Santana De Parnaíba,"Est Ana Procopio De Moraes, Vila Anoral, Santana De Parnaíba - Sp",Santana De Parnaíba,SP,,,-23.4025282,-46.902128
APS Carapicuíba,"Av. Rui Barbosa 1170, Centro, Carapicuíba - Sp",Carapicuíba,SP,,,-23.5199741,-46.8402324
APS Itapevi,"Av. Pedro Paulino, Conjunto Habitacional - Setor D, Itapevi - Sp",Itapevi,SP,,,-23.5537958,-46.9447242
APS Vargem Grande Paulista,,Vargem Grande Paulista,SP,,,-23.6317516,-47.0344285
APS Araras,"Rua Chico Pinto Nº 745, Centro, Araras - Sp",Araras,SP,,,-22.3560469,-47.3893744
APS Capivari,"Rua Padre Fabiano, 800, Centro, Capivari - Sp",Capivari,SP,,,-22.9972274,-47.50504859999999
APS Limeira,"Rua Presidente Prudente, Nº 150, Vila Cidade Jardim, Limeira - Sp",Limeira,SP,,,-22.5691969,-47.4001723
APS Piracicaba,"Rua Xv De Novembro 790/798, Centro, Piracicaba - Sp",Piracicaba,SP,,,-22.7264156,-47.6491982
APS Rio Claro/Sp,"Rua 03, 1026, Centro, Rio Claro - Sp",Rio Claro,SP,,,-22.4460914,-47.54475180000001
APS Tietê,,Tietê,SP,,,-23.1118749,-47.7252745
APS Artur Nogueira,,Artur Nogueira,SP,,,-22.5737108,-47.1729018
APS Laranjal Paulista,,Laranjal Paulista,SP,,,-23.0526393,-47.8377379
APS Rio Das Pedras,,Rio Das Pedras,SP,,,-22.8365387,-47.606651
APS São Pedro/Sp,,São Pedro,SP,,,,
APS Cerquilho,,Cerquilho,SP,,,-23.1649435,-47.7389505
APS Conchal,,Conchal,SP,,,,
APS Adamantina,"Alameda Armando Sales De Oliveira, 195, Centro, Adamantina - Sp",Adamantina,SP,,,-22.4132258,-50.58172769999999
APS Dracena,,Dracena,SP,,,-21.4884653,-51.5325767
APS Presidente Epitácio,"Rua Cuiabá 3-77, Centro, Presidente Epitácio - Sp",Presidente Epitácio,SP,,,-21.7667561,-52.1066276
APS Presidente Prudente,"Rua Siqueira Campos, 1315, Vila Roberto, Presidente Prudente - Sp",Presidente Prudente,SP,,,-22.1295614,-51.3896532
APS Presidente Venceslau,"Rua Visconde De Mauá, 65, Centro, Presidente Venceslau - Sp",Presidente Venceslau,SP,,,-21.8770225,-51.8465871
APS Rancharia,"Rua Manoel Tenório De Brito - 570, Centro, Rancharia - Sp",Rancharia,SP,,,-22.2268389,-50.8939295
APS Rosana,"Rua José Velasco 1675, Centro, Rosana - Sp",Rosana,SP,,,-22.5778319,-53.0569634
APS Martinopólis,"Avenida Padre João Schneider, Centro, Martinopólis - Sp",Martinopólis,SP,,,-22.14677,-51.1729385
APS Santo Anastácio,"Rua João Crepaldi 585, Centro, Santo Anastácio - Sp",Santo Anastácio,SP,,,-21.9785892,-51.6536059
APS Teodoro Sampaio/Sp,"Rua José De Moraes, 1420, Centro, Teodoro Sampaio - Sp",Teodoro Sampaio,SP,,,-22.5314368,-52.1733719
APS Álvares Machado,"Rua Monsenhor Nakamura, 815, Centro, Álvares Machado - Sp",Álvares Machado,SP,,,-22.0824022,-51.4761738
APS Batatais,"Rua Celso Garcia, 82, Centro, Batatais - Sp",Batatais,SP,,,-20.8911432,-47.5872587
APS Franca,"Rua Voluntários Da Franca, 1186, Centro, Franca - Sp",Franca,SP,,,-20.5363051,-47.4038242
APS Ituverava,"Rua Getúlio Vargas, 42, Centro, Ituverava - Sp",Ituverava,SP,,,-20.3342564,-47.7868232
APS Orlândia,"Praça Mario Furtado, 155, Centro, Orlândia - Sp",Orlândia,SP,,,-20.7215579,-47.8853043
APS Ribeirão Preto,"Av. Coronel Quito Junqueira, 61, Campos Eliseos, Ribeirão Preto - Sp",Ribeirão Preto,SP,,,-21.1581662,-47.7968397
APS São Joaquim Da Barra,"Rua Maranhão, 1732, Centro, São Joaquim Da Barra - Sp",São Joaquim Da Barra,SP,,,-20.5853029,-47.8641219
APS Sertãozinho/Sp,"Rua Candinha Del Grande, 1222, Centro, Sertãozinho - Sp",Sertãozinho,SP,,,-21.1408541,-47.9847707
APS São Simão/Sp,"Praça Carlos Botelho, 606, Centro, São Simão - Sp",São Simão,SP,,,-22.902618,-47.0638589
APS Serrana,,Serrana,SP,,,,
APS Ribeirão Preto - Amador Bueno,"Rua Amador Bueno, 479, Centro, Ribeirão Preto - Sp",Ribeirão Preto,SP,,,-21.1747436,-47.81082550000001
APS Morro Agudo,"Rua Sete De Setembro, 505, Centro, Morro Agudo - Sp",Morro Agudo,SP,,,-20.737818,-48.0603267
APS Cravinhos,"Rua Fernando Cosmo, Nº 61, Centro, Cravinhos - Sp",Cravinhos,SP,,,-21.3422118,-47.73688689999999
APS Cajuru,,Cajuru,SP,,,-23.4053003,-47.3828563
APS Mauá,"Rua Guido Monteggia, 111, Centro, Mauá - Sp",Mauá,SP,,,-23.6654551,-46.4623684
APS Ribeirão Pires,"Av. Kaethe Richers, 624, Pastoril, Ribeirão Pires - Sp",Ribeirão Pires,SP,,,-23.7177745,-46.40970060000001
APS Santo André/Sp,"Rua Adolfo Bastos, 520, Vila Bastos, Santo André - Sp",Santo André,SP,,,-23.659152,-46.5388868
APS São Caetano Do Sul,"Av. Goias, 260, Santo Antonio, São Caetano Do Sul - Sp",São Caetano Do Sul,SP,,,-23.6154885,-46.5757888
APS Cubatão,"Rua Dom Idilio Jose Soares, 511, Vila Nova, Cubatão - Sp",Cubatão,SP,,,-23.8970359,-46.4263866
APS Guarujá,"Av. Adhemar De Barros, Jardim Santa Maria, Guarujá - Sp",Guarujá,SP,,,-23.9915038,-46.2772851
APS Itanhaém,"Rua João Mariano, Centro, Itanhaém - Sp",Itanhaém,SP,,,-24.1839229,-46.787913
APS Registro,"Av. Wild José De Souza, 215, Centro, Registro - Sp",Registro,SP,,,-24.4982206,-47.8468188
APS Santos,"Av. Epitacio Pessoa, 437, Aparecida, Santos - Sp",Santos,SP,,,-23.9775935,-46.3102417
APS São Vicente/Sp,"Av. Persio De Queiros Filho, Catiapoa, São Vicente - Sp",São Vicente,SP,,,-23.9578209,-46.3879152
APS Praia Grande/Sp,"Av. Presidente Kennedy 5870, Tupi, Praia Grande - Sp",Praia Grande,SP,,,-24.0200407,-46.464324
APS Miracatu,"Rua Dr Emilio Martins Ribieiro, Centro, Miracatu - Sp",Miracatu,SP,,,-22.9101744,-47.0593274
APS Mongaguá,,Mongaguá,SP,,,-24.1266725,-46.7180599
APS Peruíbe,"Avenida Papa Pio Xii, Centro, Peruíbe - Sp",Peruíbe,SP,,,-24.3236873,-47.0056078
APS Bertioga,,Bertioga,SP,,,-22.3594848,-46.9455829
APS Cajati,,Cajati,SP,,,-24.7860284,-48.1748457
APS Iguape,,Iguape,SP,,,-24.7007998,-47.5636226
APS Diadema,"Av. Antonio Piranga 1138, Centro, Diadema - Sp",Diadema,SP,,,-23.6861581,-46.6131653
APS São Bernardo Do Campo,"Av. Newton Monteiro De Andrade - 140, Centro, São Bernardo Do Campo - Sp",São Bernardo Do Campo,SP,,,-23.7041491,-46.5558013
APS Espírito Santo Do Pinhal,"Rua Luiz Gama, 61, Centro, Espírito Santo Do Pinhal - Sp",Espírito Santo Do Pinhal,SP,,,-22.1967475,-46.7499687
APS Itapira,"Rua Da Saudade, N 167, Santa Cruz, Itapira - Sp",Itapira,SP,,,-22.4354663,-46.8288287
APS Leme,"Av. Carlos Bonfanti, 188, Centro, Leme - Sp",Leme,SP,,,-22.1861275,-47.3838515
APS Mococa,"Av. Senador José Ermirio De Morais, 100, Jardim Lavinia, Mococa - Sp",Mococa,SP,,,-21.4758258,-47.0087367
APS Mogi-Guaçu,"Rua Paula Bueno, 221, Centro, Mogi-Guaçu - Sp",Mogi-Guaçu,SP,,,-22.3712541,-46.9388926
