NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
APS BRASÍLIA - NA HORA CEILÂNDIA,QNM 11 AREA ESPECIAL LOTE 03,BRASÍLIA - NA HORA CEILÂNDIA,DF,,,-15.8067496,-48.0854887
APS POSSE,PRAÇA SIMÃO SOARES,POSSE,GO,,,,
APS VALPARAÍSO DE GOIÁS,R 60 AREA 5 A,VALPARAÍSO DE GOIÁS,GO,,,-16.0574787,-48.004338
"APS CRISTALINA,""RUA 1, S/N, SETOR OESTE NOVO"",CRISTALINA,GO,,,,"
APS BURITIS/MG,RUA JARDIM QUADRA 23,BURITIS,MG,,,-15.6288264,-46.4298542
APS PADRE BERNARDO,RUA 06 SETOR OESTE,PADRE BERNARDO,GO,,,,
APS SANTO ANTÔNIO DO DESCOBERTO,QUADRA 75-A,SANTO ANTÔNIO DO DESCOBERTO,GO,,,-15.9469986,-48.26174959999999
APS CIDADE OCIDENTAL,SQ 10 QUADRA 8 LOTE 44,CIDADE OCIDENTAL,GO,,,-16.0723166,-47.9827391
APS CRUZEIRO DO SUL,AVENIDA RODRIGUES ALVES 286,CRUZEIRO DO SUL,AC,,,-7.633117299999999,-72.66657479999999
APS RIO BRANCO - BOSQUE,R ALVORADA - 271,RIO BRANCO,AC,,,-9.9608452,-67.8136119
APS RIO BRANCO - CENTRO,AV GETULIO VARGAS - 647,RIO BRANCO,AC,,,-9.971517300000002,-67.8111578
"APS BRASILÉIA,""RUA ODILOM PRATAGY, 78"",BRASILÉIA,AC,,,-11.0144932,-68.74871089999999"
APS TARAUACÁ,RUA DR° SANSÃO GOMES N° 91,TARAUACÁ,AC,,,-8.1604535,-70.76323
APS FEIJÓ,AVENIDA PLÁCIDO DE CASTRO,FEIJÓ,AC,,,-8.1671631,-70.3553952
"APS SENA MADUREIRA,""RUA VIRGULINO DE ALENCAR, 542"",SENA MADUREIRA,AC,,,-9.0709765,-68.6549797"
APS MACAPÁ,R GENERAL RONDON Nº 1039,MACAPÁ,AP,,,0.0386533,-51.0553467
APS AMAPÁ,RUA GUARANY - 871 - BAIRRO 07 MANGUEIRAS,AMAPÁ,AP,,,,
APS LARANJAL DO JARI,RUA RIO JARI Nº 1183,LARANJAL DO JARI,AP,,,-0.8439369999999999,-52.5202867
APS SANTANA/AP,R PEDRO SALVADOR DINIZ,SANTANA,AP,,,-0.0436708,-51.1704035
APS PORTO GRANDE,AV: MARIO CRUZ S/N,PORTO GRANDE,AP,,,0.7088814,-51.4104271
APS OIAPOQUE,KM 02 - BR 156 - S/N - BAIRRO GLEBA UAÇÁ,OIAPOQUE,AP,,,,
APS ARIQUEMES,AV JUSCELINO KUBITSCHEK,ARIQUEMES,RO,,,-9.9123412,-63.0318576
APS CACOAL,R GENERAL OSORIO - DE 275 A 509,CACOAL,RO,,,-11.4420094,-61.4430935
"APS COLORADO DO OESTE,""RUA PONTIGUARA, 3914"",COLORADO DO OESTE,RO,,,-13.1217593,-60.5440193"
APS JI-PARANÁ,R PRESIDENTE VARGAS - DE 904 A 1076,JI-PARANÁ,RO,,,-10.8677785,-61.9717408
APS OURO PRETO DO OESTE,RUA DUQUE DE CAXIAS NR 1378,OURO PRETO DO OESTE,RO,,,,
APS PORTO VELHO - EMBRATEL,AV GOVERNADOR JORGE TEIXEIRA - 3325,PORTO VELHO,RO,,,-8.7404156,-63.89053709999999
"APS ROLIM DE MOURA,""RUA RIO BRANCO, 4466"",ROLIM DE MOURA,RO,,,-11.7211175,-61.77319720000001"
"APS VILHENA,""AV. RONY DE CASTRO PEREIRA, 3927"",VILHENA,RO,,,-12.735249,-60.1367024"
"APS GUAJARÁ-MIRIM,""AV. DR.MENDONÇA LIMA, 1524"",GUAJARÁ-MIRIM,RO,,,,"
"APS JARU,""AV. RIO BRANCO, 182"",JARU,RO,,,,"
"APS PIMENTA BUENO,""AVENIDA CASTELO BRANCO, 460"",PIMENTA BUENO,RO,,,-11.6761888,-61.1863986"
"APS NOVA BRASILÂNDIA,""AV JK, 3674"",NOVA BRASILÂNDIA,RO,,,-11.725997,-62.3310542"
"APS MACHADINHO DO OESTE,""AV. DIOMERO MORAIS BORBA, 2808"",MACHADINHO DO OESTE,RO,,,-9.4273101,-62.0025546"
APS ESPIGÃO DO OESTE,RUA ACRE NR 2811,ESPIGÃO DO OESTE,RO,,,-11.5341247,-61.0185096
"APS PRESIDENTE MEDICI/RO,""AV PORTO VELHO, 1123"",PRESIDENTE MEDICI,RO,,,-11.1744747,-61.9063972"
"APS ALTA FLORESTA D OESTE,""AV. BRASIL, 3374"",ALTA FLORESTA D OESTE,RO,,,-11.9294247,-62.0127215"
"APS BURITIS/RO,""RUA RONDÔNIA, 2251"",BURITIS/RO,RO,,,-10.2005784,-63.83388479999999"
"APS SÃO MIGUEL DO GUAPORÉ,""AV. 16 DE JUNHO, C/C AV. NOROESTE, S/N"",SÃO MIGUEL DO GUAPORÉ,RO,,,-11.6974688,-62.7153352"
"APS NOVA MAMORÉ,""AV. DESIDÉRIO DOMINGOS LOPES,3000"",NOVA MAMORÉ,RO,,,-10.3963786,-65.3250055"
"APS BOA VISTA/RR,""AV. GLAYCON DE PAIVA, 132"",BOA VISTA,RR,,,2.8204027,-60.67485070000001"
"APS CARACARAÍ,""AV. DR. ZANNY, S/N"",CARACARAÍ,RR,,,1.8172089,-61.1276426"
"APS RORAINÓPOLIS,""RUA VALDENOR MACIEL, 347"",RORAINÓPOLIS,RR,,,0.9444192,-60.42850869999999"
APS ALTO ALEGRE/RR,AVENIDA PRIMEIRO DE JULHO,ALTO ALEGRE,RR,,,2.9912248,-61.3133534
APS ARAGUAÍNA,R GAUCHA 351,ARAGUAÍNA,TO,,,-7.189621600000001,-48.2132468
"APS GURUPI,""AV RIO DE JANEIRO, 1527"",GURUPI,TO,,,-11.7234322,-49.0767452"
APS MIRACEMA DO TOCANTINS,ALAMEDA SUSSUAPARA,MIRACEMA DO TOCANTINS,TO,,,,
"APS PALMAS/TO,""201 SUL, CONJUNTO 02, LOTE 05"",PALMAS,TO,,,-10.192646,-48.3338558"
"APS ARAGUATINS,""RUA BARTOLOMEU BUENO DA SILVA, Nº 1.111"",ARAGUATINS,TO,,,-5.650531200000001,-48.1156654"
"APS ARRAIAS,""AV. JK, QUADRA S, LOTE 2D/2E"",ARRAIAS,TO,,,-11.7288556,-49.0723613"
APS DIANÓPOLIS,RUA 10 QD 32 LTS 1 A 4,DIANÓPOLIS,TO,,,,
"APS PARAÍSO DO TOCANTINS,""AV CASTELO BRANCO, QUADRA 2A"",PARAÍSO DO TOCANTINS,TO,,,,"
"APS PORTO NACIONAL,""RUA MANOEL AIRES MANDUCA, 2"",PORTO NACIONAL,TO,,,,"
APS TOCANTINÓPOLIS,RUA HORACIO NEGREIRO QD 93 LOTE 04A,TOCANTINÓPOLIS,TO,,,-6.3272597,-47.4301085
"APS COLINAS DO TOCANTINS,""RUA 07, QUADRA 33 A, LOTE 05 B"",COLINAS DO TOCANTINS,TO,,,-7.1898113,-48.2070182"
APS GUARAÍ,RUA OITO,GUARAÍ,TO,,,-8.838090700000002,-48.5123571
"APS ITACOATIARA,""AVENIDA ANTONIO SERUDO MARTINS, 878"",ITACOATIARA,AM,,,-3.1349372,-58.4451872"
APS MANAUS - PORTO,R LEOVEGILDO COELHO,MANAUS,AM,,,-3.1384751,-60.0215028
"APS MANAUS - CENTRO,""RUA DA INSTALAÇÃO, 149"",MANAUS,AM,,,-3.1332555,-60.0261755"
"APS MANAUS - CIDADE NOVA,""AV. NOEL NUTELLS, 1.111"",MANAUS,AM,,,-3.0341939,-59.9936051"
"APS MANAUS - CODAJÁS,""AV. MARCOS DA SILVEIRA, S/N"",MANAUS,AM,,,-3.115649,-60.0021493"
"APS MANAUS - COMPENSA,""R IZAURINA BRAGA, S/N"",MANAUS,AM,,,-3.1011396,-60.0542305"
"APS MANAUS - ALEIXO,""AV. ANDRÉ ARAÚJO, Nº 2335"",MANAUS,AM,,,-3.1044474,-60.0001761"
"APS MANAUS - SÃO JOSÉ,""R BARREIRINHA,253 - S. J. OPERÁRIO II"",MANAUS,AM,,,-3.0733137,-59.9566473"
APS PARINTINS,R PEDRO GONCALVES,PARINTINS,AM,,,-2.630945,-56.7326081
"APS MANACAPURU,""AVENIDA EDUARDO RIBEIRO, 457"",MANACAPURU,AM,,,-3.299794,-60.6251864"
"APS MAUÉS,""RUA SÃO JOÃO, 586, RAMALHO JUNIOR"",MAUÉS,AM,,,,"
APS AUTAZES,RUA FRANCISCO BARRONCAS S/N,AUTAZES,AM,,,-3.5844818,-59.1298431
APS PRESIDENTE FIGUEIREDO,BR 174 KM 107 S/N,PRESIDENTE FIGUEIREDO,AM,,,-2.0516612,-60.02450649999999
"APS BOCA DO ACRE,""RUA BL02, LOTE 04, QUADRA 36"",BOCA DO ACRE,AM,,,-8.7725226,-67.33219919999999"
APS SÃO GABRIEL DA CACHOEIRA,AVENIDA 31 DE MARÇO S/N,SÃO GABRIEL DA CACHOEIRA,AM,,,-0.1333808,-67.0874815
APS IRANDUBA,AVENIDA SOLIMÕES S/N,IRANDUBA,AM,,,-3.2776982,-60.1897711
APS RIO PRETO DA EVA,RUA GOVERNADOR PIMENTA BUENO,RIO PRETO DA EVA,AM,,,-2.6981994,-59.69936180000001
APS NOVA OLINDA DO NORTE,RUA GETULIO VARGAS BAIRRO NSA SRA FATIMA,NOVA OLINDA DO NORTE,AM,,,-3.8884748,-59.0919786
APS MANICORÉ,RUA SANTOS DUMOND BAIRRO AUXILIADORA,MANICORÉ,AM,,,-5.8131866,-61.29898999999999
APS TEFÉ,R JOAQUIM NABUCO - 92,TEFÉ,AM,,,-3.3511004,-64.71013040000001
"APS BENJAMIN CONSTANT,""R. CASTELO BRANCO, 346"",BENJAMIN CONSTANT,AM,,,-4.37794,-70.01273030000002"
APS COARI,RUA JONATHAS PEDROSA 138,COARI,AM,,,-4.0918786,-63.14228689999999
APS EIRUNEPÉ,RUA OTAVIANO MELO S/N,EIRUNEPÉ,AM,,,-6.6564491,-69.875738
APS TABATINGA/AM,R. RUI BARBOSA 846,TABATINGA,AM,,,-4.2259251,-69.927179
APS LÁBREA,TRAVESSA PADRE MONTEIRO S/N,LÁBREA,AM,,,-7.2610831,-64.7968261
APS SANTO ANTÔNIO DO IÇÁ,RUA PRESIDENTE MEDICI,SANTO ANTÔNIO DO IÇÁ,AM,,,,
"APS CAMAÇARI,""AVENIDA DO CONTORNO, 400"",CAMAÇARI,BA,,,-12.7073296,-38.3231594"
"APS SALVADOR - BONFIM,""AV DENDEZEIROS DO BONFIM, 141"",SALVADOR,BA,,,-12.930467,-38.5070921"
APS SALVADOR - BROTAS,R ARISTON BERTINO DE CARVALHO,SALVADOR,BA,,,-12.9871021,-38.48336
APS SALVADOR - COMÉRCIO,R DA POLONIA,SALVADOR,BA,,,-12.9700128,-38.5113055
APS SALVADOR - CENTRO HISTÓRICO,R JOSE GONCALVES ED OTACILIO GUALBERTO,SALVADOR,BA,,,-12.9744161,-38.5115281
APS SALVADOR - ITAPUÃ,AV DORIVAL CAYMMI 495,SALVADOR,BA,,,-12.9389124,-38.3621323
APS SALVADOR - MERCÊS,AV SETE DE SETEMBRO 1078,SALVADOR,BA,,,-12.9851726,-38.5191132
APS SALVADOR - PERIPERI,R DA GLORIA,SALVADOR,BA,,,-12.8618843,-38.4696004
APS SALVADOR - RUA ODILON DÓREA,RUA ODILON DOREA SN TERREO,SALVADOR,BA,,,-12.9868777,-38.4841871
APS SANTO AMARO,AVENIDA FERREIRA BANDEIRA SN,SANTO AMARO,BA,,,-12.5508484,-38.7090809
APS ALAGOINHAS,R SILVA JARDIM,ALAGOINHAS,BA,,,-12.1377392,-38.4346936
APS ESPLANADA,RUA PEDRO MOREIRA DE SOUZA,ESPLANADA,BA,,,-11.7956851,-37.9447996
APS LAURO DE FREITAS,RUA ROMUALDO DE BRITO N 08,LAURO DE FREITAS,BA,,,-12.8955267,-38.325032
"APS CANDEIAS - DESATIVADA,""AV. ERNANI OLIVEIRA ROCHA, 2.512"",CANDEIAS,BA,,,-12.5143131,-38.4965251"
APS CATU,AVENIDA GEONISIO BARROSO,CATU,BA,,,-12.3624052,-38.3836617
APS DIAS D AVILA,AVENIDA BRASIL 161 - PRAÇA ACM,DIAS D AVILA,BA,,,,
APS MATA DE SÃO JOÃO,PRAÇA BARAO ACU DA TORRE,MATA DE SÃO JOÃO,BA,,,-12.5296954,-38.2963484
APS POJUCA,RUA J J SEABRA SN,POJUCA,BA,,,-12.4323937,-38.3267191
"APS SÃO SEBASTIÃO DO PASSÉ,""AV. ERNANI OLIVEIRA ROCHA, 2.512"",SÃO SEBASTIÃO DO PASSÉ,BA,,,-12.5143131,-38.4965251"
APS SIMÕES FILHO,AV WALTER ARAGÃO DE SOUZA,SIMÕES FILHO,BA,,,-12.7852154,-38.3741902
APS BARREIRAS,AV CLERISTON ANDRADE -743,BARREIRAS,BA,,,-12.1444786,-44.9895176
APS BOM JESUS DA LAPA,AVENIDA AGENOR MAGALHAES,BOM JESUS DA LAPA,BA,,,,
"APS BOQUIRA,""AV. DO ACESSO, S/N"",BOQUIRA,BA,,,-12.8211547,-42.73121159999999"
"APS XIQUE-XIQUE,""AV. CICINATO FIGUEIREDO SANTOS, S/N"",XIQUE-XIQUE,BA,,,-10.8236971,-42.7209825"
"APS BARRA,""AV. GETÚLIO VARGAS, 170"",BARRA,BA,,,,"
APS IBOTIRAMA,RUA GENERAL TEIXEIRA LOTT,IBOTIRAMA,BA,,,-12.1819149,-43.2202574
"APS SÃO FÉLIX DO CORIBE,""AV. ERNESTO GEISEL, 55"",SÃO FÉLIX DO CORIBE,BA,,,-13.3996833,-44.1961365"
APS SERRA DO RAMALHO,RUA RIO DE JANEIRO S/N,SERRA DO RAMALHO,BA,,,-13.5413338,-43.5774778
"APS SANTANA/BA,""RUA BARÃO DO RIO BRANCO, 05"",SANTANA/BA,BA,,,-12.2550087,-38.9725679"
APS SANTA MARIA DA VITÓRIA,RUA CASTELO BRANCO,SANTA MARIA DA VITÓRIA,BA,,,-13.3845079,-44.1972443
"APS PARATINGA,""AVENIDA JOSÉ DUARTE PORTO, QD 04 S/N"",PARATINGA,BA,,,-12.6932095,-43.1843294"
APS SÃO DESIDÉRIO,RUA CEU AZUL SN,SÃO DESIDÉRIO,BA,,,,
"APS FORMOSA DO RIO PRETO,""AV. MATRIZ, N.º 438"",FORMOSA DO RIO PRETO,BA,,,-11.0488716,-45.1933927"
APS SANTA RITA DE CASSIA,RUA MARIA LAURINDA,SANTA RITA DE CASSIA,BA,,,-10.9987144,-44.5121765
APS RIACHÃO DAS NEVES,RUA PRESIDENTE VARGAS 1000,RIACHÃO DAS NEVES,BA,,,-11.74676,-44.9096615
"APS OLIVEIRA DOS BREJINHOS,""PRAÇA CARMERINDO JOSÉ PEREIRA,"",OLIVEIRA DOS BREJINHOS,BA,,,-12.3186817,-42.8925873"
APS LUIS EDUARDO MAGALHÃES,RUA RAQUEL DE QUEIROZ,LUIS EDUARDO MAGALHÃES,BA,,,-12.0988392,-45.7942233
APS AMÉLIA RODRIGUES,RU A ANGELO CARDOSO S/N,AMÉLIA RODRIGUES,BA,,,-12.3961566,-38.7586257
APS CONCEIÇÃO DO COITÉ,RUA ILDEBRANDO IEDO CIRINO ARAUJO,CONCEIÇÃO DO COITÉ,BA,,,-11.5628404,-39.282995
"APS FEIRA DE SANTANA,""RUA N , CONJUNTO MILTON GOMES"",FEIRA DE SANTANA,BA,,,-12.2345554,-38.9623502"
APS IPIRÁ/BA,PRAÇA SANTANA. S/N,IPIRÁ,BA,,,-12.1551851,-39.7344365
"APS ITABERABA,""AV.BRIGADEIRO EDUARDO GOMES, 297"",ITABERABA,BA,,,-12.5288932,-40.3108385"
APS JEQUIÉ,RUA EDVAL TEIXEIRA,JEQUIÉ,BA,,,-13.8634971,-40.0781022
APS MUNDO NOVO/BA,RUA NUMA ALVES BARRETO,MUNDO NOVO,BA,,,-11.8743374,-40.4613415
"APS RIACHÃO DO JACUÍPE,""PRAÇA JULIETA CANA BRASIL,"",RIACHÃO DO JACUÍPE,BA,,,-11.8104811,-39.3846341"
APS SERRINHA/BA,RUA CORNELIO PAZ S/N,SERRINHA,BA,,,-11.6648223,-39.0028099
APS SEABRA,RUA 22 DE ABRIL SN,SEABRA,BA,,,-12.4303142,-41.7700352
"APS FEIRA DE SANTANA - MUCHILA,""R DOUTOR MACARIO CERQUEIRA, 313"",FEIRA DE SANTANA,BA,,,-12.2633712,-38.9700617"
APS ICHU,RUA JUVÊNCIO CARNEIRO DE OLIVEIRA,ICHU,BA,,,-11.7487339,-39.1907121
"APS IRAQUARA,""RUA ROSALVO FELIX,"",IRAQUARA,BA,,,-12.244135,-41.618617"
"APS ITIRUÇÚ,""RUA LUDOVICO FARIAS . CATUNDA, 100"",ITIRUÇÚ,BA,,,-12.2556441,-38.9641978"
"APS RUY BARBOSA/BA,""RUA MATO GROSSO, SN"",RUY BARBOSA,BA,,,-12.2798839,-40.4960063"
APS IRARÁ,RUA PADRE JOCUNDO PAOLILO,IRARÁ,BA,,,-12.0370731,-38.7684898
APS QUEIMADAS/BA,ALTO DA CHACRINHA,QUEIMADAS,BA,,,-10.9797281,-39.6223611
"APS SANTO ESTEVÃO,""AV GETULIO VARGAS, 04"",SANTO ESTEVÃO,BA,,,-12.4304104,-39.2505917"
APS VALENTE,RUA OLEGÁRIO LOPES DA CUNHA,VALENTE,BA,,,-11.415245,-39.4639871
"APS PIATÃ,""RUA SANTO ANTONIO, SN, CENTRO"",PIATÃ,BA,,,,"
APS EUNÁPOLIS,R PAULINO MENDES LIMA - S/N,EUNÁPOLIS,BA,,,-16.3778195,-39.5884432
"APS ILHÉUS,""R MARQUES DE PARANAGUA, 150"",ILHÉUS,BA,,,-14.798951,-39.0346003"
APS IPIAÚ,AVENIDA PENSILVÂNIA Nº 1,IPIAÚ,BA,,,-14.1288899,-39.7358983
"APS ITABUNA,""AV ILHEUS, 45"",ITABUNA,BA,,,-14.785777,-39.2738442"
APS ITAMARAJU,PRAÇA DA INDEPEDÊNCIA S/N,ITAMARAJU,BA,,,-17.0444142,-39.5391992
"APS TEIXEIRA DE FREITAS,""RUA MINISTRO ALFREDO BUZAID, 549"",TEIXEIRA DE FREITAS,BA,,,-17.5404957,-39.722966"
"APS CAMACAN,""AV DOS PINHEIROS,270,ED ANISIO LOUREIRO"",CAMACAN,BA,,,-15.4201038,-39.49640369999999"
APS CANAVIEIRAS,RUA RUI BARBOSA 432,CANAVIEIRAS,BA,,,-15.6786593,-38.9431021
"APS CARAVELAS,""PRAÇA TEÓFILO OTONI, 168"",CARAVELAS,BA,,,-17.7352644,-39.2632353"
"APS COARACI,""RUA MARIA QUITÉRIA, 120"",COARACI,BA,,,-16.3768807,-39.5827782"
"APS GANDU,""RUA CASTRO ALVES, 85"",GANDU,BA,,,-12.4317737,-38.3249527"
"APS PORTO SEGURO,""PRAÇA ACM, S/N"",PORTO SEGURO,BA,,,-16.4483621,-39.063831"
"APS ITABELA,""RUA CARMILTON BONFIM DE SOUZA, S/N"",ITABELA,BA,,,-16.5713396,-39.5628859"
"APS MUCURI,""RUA DAS NAÇÕES UNIDAS, S/N, GAZINELÂNDIA"",MUCURI,BA,,,,"
"APS PRADO,""AV. ANTÔNIO SERGIO CARNEIRO, S/N"",PRADO,BA,,,,"
APS IBICARAI,RUA PROFA WALDIR PINTO MONTENEGRO MATOS,IBICARAI,BA,,,-14.8658723,-39.5903556
"APS MEDEIROS NETO,""RUA DAMÁSIO RODRIGUES, SN, PLANALTO I"",MEDEIROS NETO,BA,,,,"
"APS ITANHÉM,""RUA DOM PEDRO II, S/N"",ITANHÉM,BA,,,-17.1914007,-40.3496894"
"APS IBIRATAIA,""PRAÇA DEZ DE NOVEMBRO, SN"",IBIRATAIA,BA,,,-22.8909475,-43.1188789"
"APS IBIRAPITANGA,""R ALTO DO CARMELO, SN"",IBIRAPITANGA,BA,,,-14.1605719,-39.3718444"
APS BELMONTE/BA,TRAVESSA VISCONDE DE CAIRU,BELMONTE,BA,,,-15.8644279,-38.8803487
"APS UBAITABA,""AVENIDA VASCO NETO, SN - CENTRO"",UBAITABA,BA,,,-14.3112141,-39.3240003"
"APS EUCLIDES DA CUNHA,""RUA RÔMULO GALVÃO, 66"",EUCLIDES DA CUNHA,BA,,,-10.5078999,-39.0147815"
"APS IRECÊ,""RUA TRINTA E TRÊS, S/Nº"",IRECÊ,BA,,,-11.2937082,-41.8505785"
"APS JACOBINA,""RUA SÍLVIO DIAS PIRES, S/Nº"",JACOBINA,BA,,,-11.1865225,-40.5193449"
"APS JAGUARARI,""RUA CASTRO ALVES, Nº 7"",JAGUARARI,BA,,,-10.2594828,-40.1960699"
"APS JUAZEIRO,""AV. DR. ADOLFO VIANA, S/Nº"",JUAZEIRO,BA,,,-9.3993151,-40.5445276"
"APS MIGUEL CALMON,""PRAÇA QUINZE DE NOVEMBRO, S/Nº"",MIGUEL CALMON,BA,,,-11.4287018,-40.5947958"
"APS MORRO DO CHAPÉU,""RUA NILO PEÇANHA, 32"",MORRO DO CHAPÉU,BA,,,-11.551713,-41.157203"
"APS REMANSO,""RUA RUY RIBEIRO, SN QUADRA 6"",REMANSO,BA,,,-12.9859518,-38.5200395"
"APS SENHOR DO BONFIM,""PRAÇA ALEXANDRE GÓES, 187"",SENHOR DO BONFIM,BA,,,-10.4586633,-40.1890615"
"APS PAULO AFONSO,""AV. APOLÔNIO SALES, 915"",PAULO AFONSO,BA,,,-9.398716900000002,-38.2264415"
"APS RIBEIRA DO POMBAL,""TRAVESSA GETÚLIO VARGAS, SN"",RIBEIRA DO POMBAL,BA,,,-10.8364886,-38.5439651"
"APS PARIPIRANGA,""TRAVESSA ARTUR TRINDADE, SN"",PARIPIRANGA,BA,,,-12.2556441,-38.9641978"
"APS TUCANO,""PÇ VIGÁRIO MARTINS, Nº 61"",TUCANO,BA,,,-10.9654492,-38.7857485"
"APS CAMPO ALEGRE DE LOURDES,""RUA LAURO DE FREITAS, SN"",CAMPO ALEGRE DE LOURDES,BA,,,-9.5201114,-43.0136625"
"APS AMARGOSA,""PRACA DA BANDEIRA, S/N"",AMARGOSA,BA,,,-13.0320003,-39.6003457"
"APS CRUZ DAS ALMAS,""RUA 31 DE AGOSTO, S/N"",CRUZ DAS ALMAS,BA,,,-12.6718752,-39.1039317"
APS MARAGOGIPE,R. DR. PLACIDO ANTONIO ROCHA S/N,MARAGOGIPE,BA,,,,
"APS MURITIBÁ,""PRACA CASTRO ALVES, 48"",MURITIBÁ,BA,,,-12.9769754,-38.5145718"
"APS NAZARÉ/BA,""RUA FERREIRA BASTOS, Nº 02"",NAZARÉ,BA,,,-13.0308964,-39.016143"
"APS SANTO ANTÔNIO DE JESUS,""RUA JD.BAHIA, S/N"",SANTO ANTÔNIO DE JESUS,BA,,,-12.9698766,-39.26171069999999"
"APS SÃO FÉLIX,""AV.CORONEL. SEVERINO DA LUZ NETO, 02"",SÃO FÉLIX,BA,,,-12.6077699,-38.9719862"
"APS SAPEAÇÚ,""PRAÇA DA MATRIZ , Nº 344"",SAPEAÇÚ,BA,,,-12.2595671,-38.9675892"
"APS VALENÇA/BA,""RUA DOM PEDRO II, 191"",VALENÇA,BA,,,-13.3723356,-39.0718037"
"APS CASTRO ALVES,""AV. RAFAEL JAMBEIRO, 64"",CASTRO ALVES,BA,,,-12.7630509,-39.4276488"
"APS ITUBERÁ,""PRAÇA DOMINGOS WILSON ALVES PEREIRA, S/N"",ITUBERÁ,BA,,,-13.7352913,-39.1464519"
APS MUTUIPE,AV CRUZEIRO 1423,MUTUIPE,BA,,,-13.2273079,-39.5143239
APS VERA CRUZ/BA,RUA PROF HENRIQUE DE SOUZA,VERA CRUZ,BA,,,,
APS PRESIDENTE TANCREDO NEVES,RUA NOSSA SENHORA APARECIDA 55,PRESIDENTE TANCREDO NEVES,BA,,,-13.4563927,-39.4159365
"APS CAMAMU,""RUA DO CONSELHO, SN"",CAMAMU,BA,,,,"
"APS BRUMADO,""RUA TEODORO SAMPAIO, 118"",BRUMADO,BA,,,-14.202175,-41.6640826"
"APS CAETITÉ,""RUA RUI BARBOSA, 206"",CAETITÉ,BA,,,-14.0680359,-42.4880356"
"APS GUANAMBI,""AV INÊS YARA TEIXEIRA COTRIN, 344"",GUANAMBI,BA,,,-14.215688,-42.80207499999999"
"APS ITAPETINGA,""RUA OLÍMPIO VIEIRA, Nº 47"",ITAPETINGA,BA,,,-15.246104,-40.2455653"
"APS LIVRAMENTO DE NOSSA SENHORA,""AV. DR. NELSON LEAL, 189"",LIVRAMENTO DE NOSSA SENHORA,BA,,,-13.6491136,-41.843435"
"APS POÇÕES,""RUA 26 DE JUNHO, S/Nº"",POÇÕES,BA,,,-14.5250654,-40.3682858"
APS VITÓRIA DA CONQUISTA,AV ROSA CRUZ 06,VITÓRIA DA CONQUISTA,BA,,,-14.8563057,-40.8273526
APS CONDEÚBA,PÇ JOVINO ACENIO DA SILVA N 48,CONDEÚBA,BA,,,-14.8503277,-40.844989
"APS BARRA DO CHOÇA,""AV. AURELIANO BARBOSA SANTANA, S/N"",BARRA DO CHOÇA,BA,,,-14.8659489,-40.5778538"
"APS ITORORÓ,""RUA 26 DE ABRIL, S/N"",ITORORÓ,BA,,,-15.1163635,-40.0722164"
"APS IGUAÍ,""RUA SALVIANO MARQUES, S/N"",IGUAÍ,BA,,,-14.7564225,-40.08968"
"APS CÂNDIDO SALES,""RUA JOSÉ PORTO, S/N"",CÂNDIDO SALES,BA,,,-15.5053485,-41.232665"
"APS ENCRUZILHADA,""PÇA. NELSON PALES DE OLIVEIRA, S/N"",ENCRUZILHADA,BA,,,-15.5329871,-40.9103203"
"APS ITAMBÉ/BA,""RUA ALMIRANTE BARROSO, S/N"",ITAMBÉ,BA,,,-14.7942485,-39.277587"
"APS ANAGÉ,""RUA CLAUDIONOR SILVA, S/N"",ANAGÉ,BA,,,-14.6234329,-41.1368011"
"APS CACULÉ,""RUA SINÉSIO DA SILVA PRATES, 208"",CACULÉ,BA,,,,"
"APS PARAMIRIM,""R. AVELINO BONFIM, S/N"",PARAMIRIM,BA,,,-13.4474862,-42.2416397"
"APS RIACHO DE SANTANA/BA,""RUA TREZE DE AGOSTO, S/N"",RIACHO DE SANTANA,BA,,,,"
"APS BARRA DA ESTIVA,""AV. PAULO SOUTO, S/N"",BARRA DA ESTIVA,BA,,,,"
"APS PALMAS DE MONTE ALTO,""TV. DO JAPONÊS, S/N"",PALMAS DE MONTE ALTO,BA,,,-14.261622,-43.165521"
"APS CARINHANHA,""RUA CAMPO ALEGRE, S/N"",CARINHANHA,BA,,,,"
"APS PLANALTO,""RUA HILDEBRANDO QUEIROZ, S/N"",PLANALTO,BA,,,,"
"APS ARACATI,""PCA CORONEL RAIMUNDO PORTO, S/Nº"",ARACATI,CE,,,-4.5653618,-37.7702659"
"APS BATURITÉ,""AV 7 DE STEMBRO, 1104"",BATURITÉ,CE,,,-4.3300572,-38.8803261"
"APS CASCAVEL/CE,""R. CORONEL LEITE, S/N"",CASCAVEL,CE,,,-5.4983977,-39.3206241"
APS CAUCAIA,R ANTONIO GUEDES PESSOA,CAUCAIA,CE,,,-3.7255074,-38.6563903
"APS FORTALEZA - ALDEOTA,""AV. DESEMBARGADOR MOREIRA, Nº 1135"",FORTALEZA,CE,,,-3.7354889,-38.4978418"
"APS FORTALEZA - CENTRO-OESTE,""RUA PRINCESA ISABEL, Nº 1611"",FORTALEZA,CE,,,-3.7350082,-38.537741"
"APS FORTALEZA - JACARECANGA,""R GUILHERME ROCHA, 1624"",FORTALEZA,CE,,,-3.722573199999999,-38.5402029"
